,Index,Text,Paraphrase,G-Paraphrase,G-Text,Wangchan_eng-eng,Sbert_eng-eng,mbert_eng-eng,Wangchan_th-th,Sbert_th-th,mbert_th-th,Sbert_th-en,mbert_th-eng
27,1173,แต่ทราบข่าวว่า ทางการไฟฟ้าฝ่ายผลิตแห่งประเทศไทย(กฟผ.) มีโครงการขยายพื้นที่,แต่ทราบข่าวว่าทางการไฟฟ้าฝ่ายผลิตแห่งประเทศไทยมีโครงการเพิ่มพื้นที่,But heard the news that the Electricity Generating Authority of Thailand has a project to increase the area,But heard the news that The Electricity Generating Authority of Thailand (EGAT) has a project to expand the area.,0.9512971639633179,0.8378366231918335,0.9480212926864624,0.610425591468811,0.8773840665817261,0.860467255115509,0.5914852619171143,0.7185856699943542
28,1217,เปิดเผยว่า ไทยได้ชี้แจงให้สหรัฐฯทราบว่าปัญหาในภาคใต้เป็นความพยายามสร้างความขัดแย้งให้เกิดขึ้นระหว่างชาวไทยพุทธ และชาวไทยมุสลิม,เปิดเผยว่า สหรัฐฯได้รับการชี้แจ้งจากไทยว่าปัญหาในภาคใต้ของไทยเป็นความพยายามสร้างความขัดแย้งให้เกิดขึ้นระหว่างชาวไทยมุสลิมและชาวไทยพุทธ,Revealed that the United States has been informed by Thailand that problems in the southern Thailand are an attempt to create conflicts between Thai Muslims and Thai Buddhists.,Revealed that Thailand has explained to the United States that problems in the south are an attempt to create conflicts between the Thai Buddhists. And Thai Muslims,0.8551323413848877,0.49707359075546265,0.9745560884475708,0.9549064636230469,0.9564720392227173,0.5011346936225891,0.34345632791519165,0.6617472171783447
29,1256,แต่นายกรัฐมนตรี พ.ต.ท. ทักษิณ ชินวัตร ได้สั่งให้ทางการบินไทยชะลอการลงนามในสัญญาซื้อขายไว้ก่อน แต่ให้ออก LETTER OF INTEND ไว้ เพื่อเป็นหลักประกันการทำสัญญา,แต่พ.ต.ท. ทักษิณ ชินวัตร นายกรัฐมนตรีได้สั่งให้ทางการบินไทยออก LETTER OF INTEND ไว้ เพื่อเป็นหลักประกันการทำสัญญา และให้ชะลอการลงนามในสัญญาซื้อขายไว้ก่อน ,But the Prime Minister Thaksin Shinawatra has ordered the Thai Airways to issue the Letter of Intend as a guarantee of contract. And to delay the signing of the contract first,"But the Prime Minister Thaksin Shinawatra has ordered the Thai Airways to delay the signing of the contract, but to issue the Letter of Intend as a contract collateral.",1.0,0.7816582322120667,0.9819837808609009,0.823767900466919,0.9597077965736389,0.9423621892929077,0.5510621070861816,0.5553200244903564
30,1257,และในเบื้องต้นคิดว่ายังเร็วเกินไปที่จะสรุปว่ามีสาเหตุมาจากการลอบทำร้าย,และยังไม่สามารถสรุปได้ว่าสาเหตุมาจากการลอบทำร้าย,And still cannot conclude that the cause of assault,And initially thought that it was too fast to conclude that it was caused by assault,0.6318555474281311,0.27080583572387695,0.8467193841934204,0.6480427980422974,0.4376697540283203,0.9333693981170654,0.6974941492080688,0.770685076713562
31,1272,"หากไม่ปฏิบัติตามจะมีโทษจำคุกไม่เกิน 2 ปี หรือปรับไม่เกิน 4,000 บาท หรือทั้งจำทั้งปรับ","มีโทษจำคุกไม่เกิน 2 ปี หรือปรับไม่เกิน 4,000 บาท หรือทั้งจำทั้งปรับหากไม่ปฏิบัติตาม","There are imprisonment not exceeding 2 years or a fine not exceeding 4,000 baht or both.","If not following, there will be a prison sentence of not more than 2 years or a fine not exceeding 4,000 baht or both.",0.7429709434509277,0.7313580513000488,0.8551230430603027,0.9821184277534485,0.9759829044342041,0.9671877026557922,0.7518373727798462,0.7612297534942627
32,1283,สำหรับกรณีของประเทศไทยแม้จะเกินเวลา 6 เดือนแล้ว แต่ก็ยังมีสิทธิ์ฟ้องเพิกถอนต่อศาลได้ตลอดอายุของสิทธิบัตร,สำหรับกรณีของประเทศไทยยังมีสิทธิ์ฟ้องเพิกถอนต่อศาลได้ตลอดอายุของสิทธิบัตรแม้จะเกินเวลา 6 เดือนแล้วก็ตาม,"For the case of Thailand, it is still eligible to prosecute the court throughout the age of the patent, even more than 6 months.","For the case of Thailand, even more than 6 months, but still have the right to sue the court throughout the patent age.",0.7391905188560486,0.9142158031463623,0.9566657543182373,0.9693655967712402,0.9512473940849304,0.9596254229545593,0.5345889925956726,0.6101059317588806
33,1336,เจ้าหน้าที่ระดับสูงของอาเซียนคาดว่า จะมีการลงนามข้อตกลงและแถลงการณ์ต่าง ๆ มากถึง 35 ฉบับ ทั้งนี้ข้อตกลงที่สำคัญเรื่องหนึ่งคือ การเปิดเขตการค้าเสรีที่ใหญ่ที่สุดในโลกระหว่างอาเซียนกับจีน,เจ้าหน้าที่ระดับสูงของอาเซียนคาดการณ์ว่าจะมีการแถลและงการณ์ลงนามข้อตกลงต่าง ๆ มากถึง 35 ฉบับ หนึ่งในข้อตกลงที่สำคัญเรื่องหนึ่ง คือ การเปิดเขตการค้าเสรีระหว่างอาเซียนกับจีนซึ่งเป็นเขตการค้าเสรีที่ใหญ่ที่สุดในโลก,"ASEAN officials of ASEAN predict that there will be a sign of up to 35 agreements, one of the important agreements is the opening of the free trade zone between ASEAN and China, which is a trade zone. The largest free of the world",ASEAN senior officials expect that There will be an agreement and 35 various statements. One important agreement is Opening the largest free trade zone in the world between ASEAN and China,0.6579278707504272,0.8614187240600586,0.890353798866272,0.7929137349128723,0.9675054550170898,0.978381872177124,0.7372475266456604,0.6908237934112549
34,1437,คงมีเหตุจากการใช้จ่ายอย่างเกินตัว หรือไม่ก็ใช้จ่ายพอดีตัวอยู่แล้ว แต่เงินที่หาได้กลับมีไม่พอ แต่หากมีคนบอกว่า สาเหตุแห่งความยากจนมันไม่ได้มีเท่านั้น,คงมีต้นเหตุจากการที่เงินที่หาได้กลับมีไม่พอ ทำให้เกิดการใช้จ่ายอย่างเกินตัว หรือไม่ก็ใช้จ่ายพอดีตัว แต่หากมีคนบอกว่าสาเหตุแห่งความยากจนมันไม่ได้มีเท่านั้น,There is probably not enough root causes of money. Causing excess spending Or use it But if someone says that the cause of poverty is not only,There is probably a reason for spending too much. Or already spend But the money that was not found is not enough But if someone says The cause of poverty is not only.,0.6643253564834595,0.9309953451156616,0.9340852499008179,0.9557312726974487,0.9656934142112732,0.9427822828292847,0.835773766040802,0.7533187866210938
35,1505,อาจารย์ประจำคณะรัฐศาสตร์ จุฬาลงกรณ์มหาวิทยาลัยกล่าวว่า เสียงสะท้อนของสังคมไทยจากกรณีตากใบที่ยังพอใจกับการใช้ความรุนแรงของรัฐ แสดงว่าสังคมไทยยังคงเป็นสังคมแห่งการใช้อารมณ์ และการแสดงความเห็น,สังคมไทยยังคงเป็นสังคมแห่งการใช้อารมณ์และการแสดงความเห็น จากเสียงสะท้อนของสังคมไทยต่อกรณีตากใบที่ยังพอใจกับการใช้ความรุนแรงของรัฐ อาจารย์ประจำคณะรัฐศาสตร์ จุฬาลงกรณ์มหาวิทยาลัยกล่าว,Thai society is still a society of emotions and comments. From the resonance of Thai society on the case of Tak Bai that is still satisfied with the use of the violence of the state Faculty of Political Science Chulalongkorn University said,Faculty of Political Science Chulalongkorn University said The resonance of Thai society from the case of Tak Bai that is still satisfied with the use of the violence of the state. Shows that Thai society is still a society of emotional use And comments,0.32757729291915894,0.9175677299499512,0.9509133100509644,0.9263083934783936,0.9401000738143921,0.9404902458190918,0.4069971442222595,0.6223887205123901
36,1511,เจ้าของร้านกิตติพจน์ ซึ่งเป็นร้านขายของชำ กล่าวว่า หลังจากที่มีการประกาศให้จำหน่ายสุราได้วันละ 2 ช่วง ยังไม่ส่งผลกระทบต่อร้านขายของชำมากนัก,เจ้าของร้านกิตติพจน์ ซึ่งเป็นร้านขายของชำ กล่าวว่า ร้านขายของชำยังไม่ได้รับผลกระทบมากนักต่อการประกาศให้จำหน่ายสุราได้วันละ 2 ช่วง ,"The owner of Kitti Pot shop Which is a grocery store, said that the grocery store is not much affected by the announcement to sell alcohol 2 times a day","The owner of Kitti Pot shop Which is a grocery store, said that after the announcement of the sale of alcohol 2, the period does not affect the grocery store much.",1.0,0.4872293174266815,0.9562627077102661,0.9514715671539307,0.9345146417617798,0.9769964218139648,0.6737029552459717,0.600046694278717
37,1678,เร่งรัดการพัฒนาระบบคมนาคมขนส่ง และการสื่อสาร ที่จะเชื่อมโยงระหว่างพื้นที่ที่เป็นฐานการผลิตของทั้ง 3 ประเทศ เพื่ออำนวยความสะดวกแก่นักลงทุน,เพื่ออำนวยความสะดวกแก่นักลงทุน ต้องเร่งรัดการพัฒนาระบบคมนาคมขนส่งและการสื่อสารที่จะเชื่อมโยงระหว่างพื้นที่ที่เป็นฐานการผลิตของทั้ง 3 ประเทศ ,To facilitate investors Must accelerate the development of transportation systems and communications that will connect between the production bases of all 3 countries.,Accelerate the development of transportation systems And communication To connect between the production base of all 3 countries to facilitate investors,0.7161812782287598,0.83623206615448,0.9484721422195435,0.9735042452812195,0.968751072883606,0.9425427913665771,0.6948566436767578,0.757931113243103
38,1707,รัฐบาลพลเอกชวลิตตัดสินใจจ่ายเงินค่าชดเชยดังกล่าว ส่งผลให้ต่อมาราษฎรกลุ่มที่ราชการจัดตั้งพากันเบนเป้าหมายมาเรียกร้องค่าชดเชยกับทางราชการด้วย,ราษฎรกลุ่มที่ราชการจัดตั้งพากันเบนเป้าหมายมาเรียกร้องค่าชดเชยกับทางราชการด้วย เนื่องจากรัฐบาลพลเอกชวลิตตัดสินใจจ่ายเงินค่าชดเชยดังกล่าว,The people of the government established the target to claim compensation with the government. Because the General Chavalit government decided to pay the said compensation,"The government of General Chavalit decided to pay the said compensation. As a result, the people of the government established the target to demand compensation with the government.",0.6444699764251709,0.5333354473114014,0.9640200734138489,0.9335849285125732,0.9088465571403503,0.9696141481399536,0.4949333071708679,0.7984672784805298
39,1781,ซึ่งการเพิ่มจำนวนโรงเรียนที่มีชื่อเสียงจะทำให้ผู้ปกครองสามารถนำบุตรหลานเข้าเรียนได้โดยไม่ต้องเดินทางไกลจากที่พัก,ซึ่งผู้ปกครองสามารถนำบุตรหลานเข้าเรียนได้โดยไม่ต้องเดินทางไกลจากที่พักหากมีการเพิ่มจำนวนของโรงเรียนที่มีชื่อเสียง,Which parents can bring their children to school without having to travel far from the accommodation if the number of famous schools,Which increases the number of famous schools will allow parents to bring their children to school without having to travel far from the accommodation,0.6792657971382141,0.6826593279838562,0.9229663014411926,0.9420672655105591,0.7888081073760986,0.9999998807907104,0.7659723162651062,0.4591960310935974
